Price,Location,Property Type,Status,Agency,Agent Name,Listing Date,Offer Date
R 1 495 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Marcus Torres,2025-05-06,2025-08-01
R 6 295 000,Oranjezicht,3 Bedroom House,Normal,PE City Bowl,Oscar Newman,2025-05-19,
R 14 995 000,Camps Bay,4 Bedroom House,Normal,PE Atlantic Seaboard,Evan Turner,2025-08-28,
R 10 799 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Bradley Gray,2025-09-29,
R 3 775 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Bernard Mason,2025-09-19,
R 1 990 000,Foreshore,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Owen Collins,2025-04-16,
R 3 795 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Allan Santiago,2025-05-17,
R 2 895 000,Woodstock,3 Bedroom House,Normal,PE Woodstock,Louis Henderson,2025-06-30,
R 25 000 000,Camps Bay,4 Bedroom Townhouse,Normal,PE Atlantic Seaboard,Ian Campbell,2025-09-15,
R 1 495 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Chase Cox,2025-05-09,2025-08-05
R 995 000,Woodstock,0.5 Bedroom Apartment,Normal,PE Woodstock,Malcolm James,2025-07-07,2025-10-01
R 1 500 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Cole Rogers,2025-07-05,
R 7 995 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Martin Hayes,2025-08-22,
R 5 900 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Joshua Garcia,2025-05-25,2025-07-29
R 1 995 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Colin Ramirez,2025-04-19,
R 2 595 000,Green Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Russell Hughes,2025-09-21,
R 2 700 000,Bo Kaap,1 Bedroom Apartment,Normal,PE City Bowl,Leonard Hughes,2025-08-10,
R 3 450 000,Sea Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Derek Allen,2025-07-17,
R 3 495 000,Vredehoek,1 Bedroom Apartment,Normal,PE City Bowl,Carl Coleman,2025-07-06,
R 12 995 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Jared Bailey,2025-05-31,
R 1 300 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,David Thompson,2025-05-10,
R 1 750 000,Mowbray,2 Bedroom Apartment,Normal,PE Southern Suburbs,Marcus Torres,2025-05-10,2025-08-06
R 11 750 000,Constantia,5 Bedroom House,Normal,PE Constantia,Arthur Jenkins,2025-09-22,
R 1 750 000,Woodstock,2 Bedroom Apartment,Normal,PE Woodstock,Steven Rodriguez,2025-09-08,
R 15 000 000,Constantia,4 Bedroom House,Normal,PE Constantia,Peter Ross,2025-08-11,
R 12 500 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Malcolm James,2025-08-23,
R 2 250 000,Newlands,2 Bedroom Apartment,Normal,PE Newlands,Grant Cooper,2025-09-07,
R 2 850 000,De Waterkant,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Theodore Duncan,2025-08-17,
R 2 750 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Clifford Flynn,2025-08-19,
R 2 395 000,Gardens,2 Bedroom Apartment,Normal,PE City Bowl,Floyd Gibson,2025-05-08,2025-08-01
R 3 350 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Norman Knight,2025-05-16,
R 4 795 000,Vredehoek,3 Bedroom Apartment,Normal,PE City Bowl,Roy Powell,2025-04-14,2025-06-15
R 11 750 000,Gardens,2 Bedroom Apartment,Normal,PE City Bowl,Rodney Shaw,2025-07-25,
R 945 000,Mowbray,1 Bedroom Apartment,Normal,PE Southern Suburbs,Leonard Hughes,2025-09-27,
R 10 000 000,Tamboerskloof,4 Bedroom House,Normal,PE City Bowl,Garrett Howard,2025-06-13,2025-10-05
R 3 495 000,Rondebosch East,3 Bedroom House,Normal,PE Rondebosch,Victor Webb,2025-09-08,
R 1 731 000,Woodstock,2 Bedroom Apartment,Normal,PE Woodstock,Vincent Evans,2025-04-30,2025-05-24
R 5 750 000,Sea Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Randall Beck,2025-06-06,
R 2 995 000,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Oscar Newman,2025-05-05,2025-07-15
R 1 900 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Michael Anderson,2025-05-23,2025-07-17
R 22 000 000,Green Point,3 Bedroom House,Normal,PE Atlantic Seaboard,Marvin Cortez,2025-09-17,
R 1 245 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Thomas Brooks,2025-09-30,
R 3 000 000,Foreshore,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,William Foster,2025-05-04,2025-06-21
R 3 295 263,Bo Kaap,2 Bedroom Apartment,Normal,PE City Bowl,William Foster,2025-05-04,2025-06-25
R 3 250 000,Green Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Grant Cooper,2025-04-19,2025-07-13
R 2 199 000,Claremont,2 Bedroom Apartment,Normal,PE Claremont,Spencer Reed,2025-05-16,
R 1 499 999,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Gregory Diaz,2025-09-16,
R 1 550 000,Observatory,1 Bedroom Apartment,Normal,PE Woodstock,Travis Morgan,2025-06-29,
R 14 850 000,De Waterkant,4 Bedroom House,Normal,PE Atlantic Seaboard,Matthew Davis,2025-04-13,2025-06-13
R 2 350 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Ernest Porter,2025-09-06,
R 1 750 000,Observatory,2 Bedroom Apartment,Normal,PE Woodstock,Steven Rodriguez,2025-08-25,2025-09-14
R 1 795 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Oscar Newman,2025-05-11,2025-07-02
R 2 750 000,Sea Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Randall Beck,2025-07-12,2025-08-25
R 38 000 000,Llandudno,8 Bedroom House,Normal,PE Atlantic Seaboard,Bradley Gray,2025-09-25,
R 4 800 000,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Julius Delgado,2025-07-20,
R 3 500 000,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Maurice West,2025-04-12,
R 23 000 000,Clifton,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Hunter Carter,2025-06-02,
R 4 445 000,Gardens,3 Bedroom Apartment,Normal,PE City Bowl,Seth Bell,2025-07-21,
R 3 500 000,Claremont,2 Bedroom Apartment,Normal,PE Claremont,Walter Foster,2025-09-24,
R 1 350 000,Observatory,1 Bedroom Apartment,Normal,PE Woodstock,Colin Ramirez,2025-04-18,
R 1 050 000,Wynberg,2 Bedroom Apartment,Normal,PE Southern Suburbs,Kevin Harris,2025-09-07,
R 2 795 000,Tamboerskloof,2 Bedroom Apartment,Normal,PE City Bowl,Martin Hayes,2025-08-11,
R 2 350 000,Sea Point,Apartment,Normal,PE Atlantic Seaboard,Michael Anderson,2025-05-09,
R 1 800 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Austin Baker,2025-05-29,
R 3 495 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Ernest Porter,2025-08-18,
R 4 990 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Dale Dixon,2025-06-13,
R 3 495 000,Vredehoek,3 Bedroom Townhouse,Normal,PE City Bowl,Brandon Miller,2025-09-01,
R 990 000,Salt River,2 Bedroom House,Normal,PE Woodstock,Marvin Cortez,2025-05-06,
R 4 190 000,Observatory,2 Bedroom Apartment,Normal,PE Woodstock,Warren Hicks,2025-05-28,
R 10 500 000,Bantry Bay,4 Bedroom House,Normal,PE Atlantic Seaboard,Vernon Fuller,2025-08-11,
R 2 999 000,Walmer Estate,3 Bedroom House,Normal,PE Woodstock,Samuel Bennett,2025-09-01,
R 6 850 000,Green Point,3 Bedroom House,Normal,PE Atlantic Seaboard,Albert Perry,2025-09-15,
R 2 275 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Dennis Wood,2025-05-02,2025-07-31
R 3 499 000,Woodstock,2 Bedroom Apartment,Normal,PE Woodstock,Tyler Moore,2025-07-13,
R 1 895 000,Vredehoek,1 Bedroom Apartment,Normal,PE City Bowl,Bernard Mason,2025-06-13,
R 2 950 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Leonard Hughes,2025-05-03,2025-08-08
R 1 143 000,Woodstock,0.5 Bedroom Apartment,Normal,PE Woodstock,Joshua Garcia,2025-04-21,2025-05-09
R 4 740 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Gordon Kennedy,2025-07-14,
R 2 025 000,Observatory,2 Bedroom House,Normal,PE Woodstock,Chase Cox,2025-09-30,
R 2 195 000,Kenilworth,2 Bedroom Apartment,Normal,PE Southern Suburbs,Keith Myers,2025-05-22,2025-08-14
R 4 499 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Julius Delgado,2025-09-09,
R 1 400 000,Rondebosch,1 Bedroom Apartment,Normal,PE Rondebosch,Francis Barnes,2025-05-03,2025-07-15
R 8 800 000,Rondebosch,3 Bedroom House,Normal,PE Rondebosch,Ethan Hill,2025-05-28,2025-08-07
R 1 950 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Matthew Davis,2025-09-25,
R 1 731 000,Woodstock,2 Bedroom Apartment,Normal,PE Woodstock,Keith Myers,2025-08-16,
R 1 130 000,Woodstock,0.5 Bedroom Apartment,Normal,PE Woodstock,Derek Allen,2025-05-23,
R 17 750 000,Sea Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Leonard Hughes,2025-09-05,
R 21 995 000,Waterfront,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Ralph Patterson,2025-05-01,
R 7 000 000,Tamboerskloof,3 Bedroom House,Normal,PE City Bowl,Blake Edwards,2025-05-01,
R 1 850 000,Woodstock,3.5 Bedroom House,Normal,PE Woodstock,Matthew Davis,2025-07-21,2025-08-27
R 4 195 000,Rondebosch,3 Bedroom Apartment,Normal,PE Rondebosch,Philip Washington,2025-08-11,
R 2 295 000,Rondebosch East,2 Bedroom Apartment,Normal,PE Rondebosch,Sean Parker,2025-09-20,
R 4 695 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Derek Allen,2025-08-17,
R 3 750 000,Observatory,3 Bedroom House,Normal,PE Woodstock,William Foster,2025-08-14,
R 2 500 000,Woodstock,2 Bedroom Apartment,Normal,PE Woodstock,Joshua Garcia,2025-09-04,
R 8 000 000,Mowbray,Apartment,Normal,PE Southern Suburbs,Marcus Torres,2025-09-16,
R 22 950 000,Fresnaye,6 Bedroom House,Normal,PE Atlantic Seaboard,Leonard Hughes,2025-09-03,
R 3 899 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Martin Hayes,2025-09-12,
R 14 250 000,Clifton,4 Bedroom Apartment,Normal,PE Atlantic Seaboard,Allan Santiago,2025-07-24,
R 5 999 999,Claremont Upper,4 Bedroom House,Normal,PE Claremont,Philip Washington,2025-05-04,
R 2 599 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Adrian Phillips,2025-07-22,2025-10-05
R 1 310 000,Kenilworth,2 Bedroom Apartment,Normal,PE Southern Suburbs,Arthur Jenkins,2025-06-25,2025-09-13
R 1 120 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Julius Delgado,2025-06-22,2025-08-19
R 15 949 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,William Foster,2025-09-18,
R 3 800 000,Sea Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Brett Cook,2025-08-23,
R 2 950 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Victor Webb,2025-04-22,
R 2 590 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Eric Johnson,2025-05-08,
R 2 499 000,De Waterkant,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Louis Henderson,2025-04-16,
R 11 900 000,Oranjezicht,3 Bedroom House,Normal,PE City Bowl,Evan Turner,2025-08-27,
R 6 800 000,Foreshore,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Dustin Peterson,2025-09-05,
R 2 600 000,Salt River,6 Bedroom House,Normal,PE Woodstock,Brett Cook,2025-07-17,
R 5 995 000,Sea Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Russell Hughes,2025-05-20,
R 1 895 000,Observatory,1 Bedroom Apartment,Normal,PE Woodstock,Connor Lopez,2025-04-13,2025-05-07
R 4 995 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Frank Ross,2025-09-19,
R 26 500 000,Llandudno,5 Bedroom House,Normal,PE Atlantic Seaboard,Russell Hughes,2025-05-13,
R 79 000 000,Clifton,5 Bedroom House,Normal,PE Atlantic Seaboard,Henry Simmons,2025-08-09,
R 2 095 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Milton Stone,2025-09-28,
R 1 690 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Sean Parker,2025-05-20,
R 3 500 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Trevor Morris,2025-09-26,
R 11 000 000,Kenilworth,16 Bedroom Townhouse,Normal,PE Southern Suburbs,Curtis Stevens,2025-09-04,
R 12 650 000,Newlands,4 Bedroom House,Normal,PE Newlands,Colin Ramirez,2025-09-15,
R 7 900 000,Tamboerskloof,3 Bedroom Apartment,Normal,PE City Bowl,Peter Ross,2025-05-08,
R 1 295 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Clifford Flynn,2025-04-15,2025-05-07
R 11 000 000,Mowbray,16 Bedroom Apartment,Normal,PE Southern Suburbs,Shane Ward,2025-05-23,
R 1 450 000,Vredehoek,0.5 Bedroom Apartment,Normal,PE City Bowl,Keith Myers,2025-08-01,2025-08-24
R 2 100 000,Wynberg,3 Bedroom House,Normal,PE Southern Suburbs,Chase Cox,2025-08-11,2025-09-14
R 5 950 000,Vredehoek,3 Bedroom House,Normal,PE City Bowl,Sean Parker,2025-07-31,
R 1 600 000,Foreshore,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Leonard Hughes,2025-04-19,2025-07-16
R 1 895 000,Tamboerskloof,1.5 Bedroom Apartment,Normal,PE City Bowl,Sean Parker,2025-08-11,
R 4 500 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Frederick Price,2025-09-26,
R 6 200 000,Oranjezicht,2 Bedroom Apartment,Normal,PE City Bowl,Russell Hughes,2025-07-26,
R 5 250 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Floyd Gibson,2025-07-30,
R 1 895 000,Observatory,2 Bedroom House,Normal,PE Woodstock,Jordan Adams,2025-06-11,
R 4 000 000,De Waterkant,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Thomas Brooks,2025-07-20,
R 3 250 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Martin Hayes,2025-07-25,
R 25 300 000,Cape Town City Centre,3 Bedroom Apartment,Normal,PE City Bowl,Brian Clark,2025-05-02,
R 8 623 000,Cape Town City Centre,3 Bedroom Apartment,Normal,PE City Bowl,Douglas Butler,2025-05-27,
R 4 600 000,Mouille Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Sean Parker,2025-05-01,
R 8 750 000,Cape Town City Centre,3 Bedroom Apartment,Normal,PE City Bowl,Francis Barnes,2025-08-21,
R 2 295 000,Tamboerskloof,2 Bedroom Apartment,Normal,PE City Bowl,Stanley Wells,2025-08-17,
R 25 000 000,Bantry Bay,4 Bedroom Apartment,Normal,PE Atlantic Seaboard,Marcus Torres,2025-07-08,
R 7 800 000,Tamboerskloof,3 Bedroom Apartment,Normal,PE City Bowl,Marcus Torres,2025-05-21,
R 5 650 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Brett Cook,2025-06-18,2025-08-26
R 2 500 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Vincent Evans,2025-08-15,
R 1 650 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Brandon Miller,2025-08-29,
R 2 850 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Rodney Shaw,2025-07-20,
R 1 950 000,Tokai,2 Bedroom Apartment,Normal,PE Southern Suburbs,Trevor Morris,2025-09-19,
R 3 499 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Samuel Bennett,2025-07-26,2025-09-24
R 3 650 000,Sea Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Marcus Rivera,2025-06-14,
R 2 400 000,Foreshore,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Blake Edwards,2025-04-16,2025-05-19
R 7 950 000,Constantia,3 Bedroom House,Normal,PE Constantia,Leon Griffin,2025-05-02,2025-09-07
R 9 250 000,Cape Town City Centre,3 Bedroom Apartment,Normal,PE City Bowl,Malcolm James,2025-09-27,
R 10 995 000,Camps Bay,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Luke Wright,2025-08-29,
R 2 895 000,Kenilworth,2 Bedroom Apartment,Normal,PE Southern Suburbs,Adrian Phillips,2025-08-06,
R 2 900 000,Tamboerskloof,1 Bedroom Apartment,Normal,PE City Bowl,Dustin Peterson,2025-08-29,
R 4 200 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Daniel Martinez,2025-06-23,
R 795 000,Wynberg,2 Bedroom Apartment,Normal,PE Southern Suburbs,William Foster,2025-07-22,2025-09-16
R 2 200 000,Claremont,2 Bedroom Apartment,Normal,PE Claremont,Rodney Shaw,2025-05-24,2025-09-05
R 1 950 000,Mowbray,3 Bedroom House,Normal,PE Southern Suburbs,Trevor Morris,2025-06-20,
R 5 950 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Shane Ward,2025-09-30,
R 1 329 000,Kenilworth,1 Bedroom Apartment,Normal,PE Southern Suburbs,Melvin Lowe,2025-05-24,2025-07-21
R 1 495 000,Claremont Upper,1 Bedroom Apartment,Normal,PE Claremont,Clifford Flynn,2025-07-25,
R 5 950 000,Sea Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Gabriel Green,2025-04-21,
R 2 299 000,Woodstock,2 Bedroom Apartment,Normal,PE Woodstock,Kyle Hall,2025-06-25,2025-08-17
R 16 990 000,Woodstock,10 Bedroom House,Normal,PE Woodstock,Blake Edwards,2025-06-05,
R 4 200 000,Claremont Upper,3 Bedroom Apartment,Normal,PE Claremont,Andrew Wilson,2025-05-07,
R 23 950 000,Bishopscourt,5 Bedroom House,Normal,PE Bishopscourt,Austin Baker,2025-07-27,
R 8 350 000,Newlands,2 Bedroom House,Normal,PE Newlands,Rodney Shaw,2025-08-13,
R 3 100 000,Sea Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Marcus Rivera,2025-06-10,2025-10-03
R 5 650 000,Mouille Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Isaac Scott,2025-09-27,
R 5 995 000,De Waterkant,3 Bedroom House,Normal,PE Atlantic Seaboard,Ian Campbell,2025-08-31,
R 3 230 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Gabriel Green,2025-06-05,2025-10-01
R 1 200 000,Kenilworth,2 Bedroom Apartment,Normal,PE Southern Suburbs,Walter Foster,2025-05-28,
R 3 500 000,Green Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Leon Griffin,2025-09-28,
R 2 950 000,Bo Kaap,3 Bedroom House,Normal,PE City Bowl,Robert Chen,2025-06-06,2025-09-03
R 2 750 000,Woodstock,2 Bedroom Apartment,Normal,PE Woodstock,Harry Flores,2025-04-17,
R 3 420 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Russell Hughes,2025-04-17,
R 3 600 000,Claremont Upper,2 Bedroom Apartment,Normal,PE Claremont,Peter Ross,2025-04-23,2025-08-13
R 1 100 000,Claremont,1 Bedroom Apartment,Normal,PE Claremont,Ryan Peterson,2025-07-09,
R 4 500 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Ian Campbell,2025-09-01,
R 1 295 000,Diep River,2 Bedroom Apartment,Private,PE Southern Suburbs,Gerald Hayes,2025-04-24,
R 2 800 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Curtis Stevens,2025-05-26,
R 1 050 000,Woodstock,2 Bedroom House,Normal,PE Woodstock,Brandon Miller,2025-09-09,
R 19 950 000,Camps Bay,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Cole Rogers,2025-07-08,
R 1 250 000,Observatory,0.5 Bedroom Apartment,Normal,PE Woodstock,Luke Wright,2025-09-17,
R 2 800 000,Cape Town City Centre,3 Bedroom Apartment,Normal,PE City Bowl,Randall Beck,2025-05-18,2025-07-07
R 2 795 000,Observatory,1 Bedroom Apartment,Normal,PE Woodstock,Gordon Kennedy,2025-04-12,
R 1 195 000,Claremont Upper,0.5 Bedroom Apartment,Normal,PE Claremont,Kevin Harris,2025-05-14,
R 8 990 000,Observatory,17 Bedroom House,Normal,PE Woodstock,Edgar Hart,2025-09-21,
R 1 595 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Edwin Sanders,2025-09-21,
R 2 899 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Leonard Hughes,2025-08-15,
R 1 650 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Dustin Peterson,2025-09-11,
R 1 795 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Raymond Watson,2025-05-19,2025-07-03
R 1 750 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Martin Hayes,2025-05-05,2025-05-28
R 2 620 000,Vredehoek,1 Bedroom Apartment,Normal,PE City Bowl,Floyd Gibson,2025-08-23,
R 25 995 000,Constantia,7 Bedroom House,Normal,PE Constantia,Hunter Carter,2025-08-23,
R 2 500 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Hugo Walton,2025-07-20,
R 10 900 000,Camps Bay,2 Bedroom Townhouse,Normal,PE Atlantic Seaboard,Louis Henderson,2025-07-11,
R 1 800 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Jerome Bryant,2025-05-23,2025-07-01
R 1 550 000,Salt River,0.5 Bedroom Apartment,Normal,PE Woodstock,Isaac Scott,2025-08-17,
R 3 250 000,De Waterkant,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Carl Coleman,2025-04-29,
R 3 300 000,Kenilworth,2 Bedroom Apartment,Normal,PE Southern Suburbs,Roy Powell,2025-08-22,
R 5 495 000,Fresnaye,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Gordon Kennedy,2025-08-07,
R 1 143 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Curtis Stevens,2025-09-20,
R 1 799 999,Salt River,0.5 Bedroom Apartment,Normal,PE Woodstock,Leonard Hughes,2025-05-30,
R 2 500 000,Kenilworth,2 Bedroom Apartment,Normal,PE Southern Suburbs,Malcolm James,2025-04-25,
R 5 500 000,Claremont,2 Bedroom House,Normal,PE Claremont,Connor Lopez,2025-05-16,
R 1 995 000,Woodstock,2 Bedroom House,Normal,PE Woodstock,Dustin Peterson,2025-06-04,
R 8 250 000,Bo Kaap,3 Bedroom Apartment,Normal,PE City Bowl,Philip Washington,2025-04-19,
R 6 750 000,Camps Bay,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Harold Fisher,2025-07-11,
R 1 750 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Evan Turner,2025-05-21,2025-06-06
R 2 395 000,Kenilworth,3 Bedroom Townhouse,Normal,PE Southern Suburbs,Peter Ross,2025-05-21,2025-06-24
R 1 150 000,Claremont,2 Bedroom Apartment,Normal,PE Claremont,Aaron Walker,2025-09-08,
R 9 750 000,Bo Kaap,2 Bedroom Apartment,Normal,PE City Bowl,Dennis Wood,2025-05-27,
R 375 000,Wynberg,Apartment,Normal,PE Southern Suburbs,Steven Rodriguez,2025-07-13,2025-08-01
R 1 850 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Curtis Stevens,2025-08-18,2025-09-17
R 29 950 000,Constantia,5 Bedroom House,Normal,PE Constantia,Leon Griffin,2025-06-06,
R 3 950 000,Walmer Estate,6 Bedroom House,Normal,PE Woodstock,Milton Stone,2025-05-11,2025-08-02
R 3 995 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Dennis Wood,2025-04-18,
R 1 860 000,Kenilworth,3 Bedroom Apartment,Normal,PE Southern Suburbs,Frederick Price,2025-04-26,
R 3 700 000,Claremont Upper,2 Bedroom Apartment,Normal,PE Claremont,Raymond Watson,2025-07-31,
R 1 490 000,Cape Town City Centre,1 Bedroom Apartment,Private,PE City Bowl,Kevin Harris,2025-05-14,2025-07-17
R 395 000,Wynberg,1 Bedroom Apartment,Normal,PE Southern Suburbs,Ryan Peterson,2025-04-12,2025-07-03
R 1 895 000,Rondebosch,1 Bedroom Apartment,Normal,PE Rondebosch,Aaron Walker,2025-06-25,
R 3 100 000,Bo Kaap,2 Bedroom Apartment,Normal,PE City Bowl,Kevin Harris,2025-05-07,2025-06-25
R 1 600 000,Salt River,2 Bedroom House,Normal,PE Woodstock,Andrew Wilson,2025-04-17,2025-05-18
R 1 490 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Gilbert Carr,2025-08-22,
R 5 179 000,Oranjezicht,2 Bedroom Apartment,Normal,PE City Bowl,Kenneth Brooks,2025-09-19,
R 2 190 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Aaron Walker,2025-05-09,
R 14 000 000,Camps Bay,4 Bedroom House,Normal,PE Atlantic Seaboard,Victor Webb,2025-06-11,
